SESSION,ROOM,S_ORDER,FIRST_NAME,LAST_NAME,FULL_NAME,START,TYPE,MS_TITLE,WEEKDAY,START_STR,END_STR,SESSION_ORDER,TYPE_ORDER,TITLE,ABSTRACT
S2,SC1003,3,Natalia,Bebiano,Natalia Bebiano,2025-06-23 14:00:00,MS26,"Utilizing structure to achieve low-complexity algorithms for data science, engineering, and physics",Monday,15:00,15:30,102,26,"Revisiting an inverse problem proposed by Boor and Golub
","Let $H= diag(\delta_1, \delta_2, \cdots, \delta_n)$ be a signature matrix, where $\delta_k \in \{-1, +1\}$. Consider $R_n$ endowed with the indefinite inner product $< x, y>H:=< H x, y>= y^T H x$ for all $x, y \in R_n$. A pseudo-Jacobi matrix of order $n$ is a real tridiagonal symmetric matrix with respect to this indefinite inner product. In this paper, the reconstruction of a pair of $n$-by-$n$ pseudo-Jacobi matrices, one obtained from the other by a rank-one modification, is investigated given their prescribed spectra. Necessary and sufficient conditions under which this problem has a solution are presented. As a special case of the obtained results, a related problem for Jacobi matrices proposed by de Boor and Golub is completely solved.
 
This is a joint work with Wei-Ru Xu and Qian-Yu Shu."
S2,SC1005,1,Michael,Tait,Michael Tait,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,14:00,14:30,102,15,Expansion and the normalized distance Laplacian matrix,"The normalized distance Laplacian of a graph $G$ is defined as $\mathcal{D}^\mathcal{L}(G)=T(G)^{-1/2}(T(G)-\mathcal{D}(G))T(G)^{-1/2}$ where $\mathcal{D}(G)$ is the matrix with pairwise distances between vertices and $T(G)$ is the diagonal transmission matrix. We discuss the spectral gap of this matrix and the related distance Cheeger constant. Contrary to the classical case, both of these quantities are bounded away from $0$. We characterize graphs with minimal distance Cheeger constant and we make a conjecture about graphs with minimal spectral gap. 
 
This is joint work with John Byrne, Jacob Johnston, and Carl Schildkraut."
S2,SC1005,2,Kristin,Heysse,Kristin Heysse,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,14:30,15:00,102,15,Degenerate eigenvalues for the non-backtracking matrix,"The non-backtracking matrix is the transition matrix for a walk in a graph which cannot traverse an edge twice in immediate succession. The spectral information of this matrix has seen great interest, notably in applications of network analysis. The non-symmetric nature of this matrix allows for graphs without a full basis of eigenvectors, which results in nontrivial Jordan chains. In this talk, we will consider the Jordan form of this matrix and construct infinite families of graphs with nontrivial Jordan chains. 
"
S2,SC1005,3,Himanshu,Gupta,Himanshu Gupta,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,15:00,15:30,102,15,"On the eigenvalues of the graphs $D(5, q)$","In 1995, Lazebnik and Ustimenko introduced the family of $q$-regular graphs $D(k, q)$, which is defined for any positive integer $k$ and prime power $q$. The connected components of the graph $D(k, q)$ have provided the best-known general lower bound on the size of a graph for any given order and girth to this day. Furthermore, Ustimenko conjectured that the second largest eigenvalue of $D(k, q)$ is always less than or equal to $2\sqrt{q}$, indicating that the graphs $D(k, q)$ are almost Ramanujan graphs. In this talk, we will discuss some recent progress on this conjecture. This includes the result that the second largest eigenvalue of $D(5, q)$ is less than or equal to $2\sqrt{q}$ when $q$ is an odd prime power. This is joint work with Vladislav Taranchuk.
"
S2,SC2001,1,Beatrice,Meini,Beatrice Meini,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,14:00,14:30,102,5,"A combination of cyclic reduction and shift-and-deflate techniques for solving quadratic matrix equations
","We consider the problem of computing the minimal solvent $G$ of a quadratic matrix equation $A_0+A_1X+A_2X^2=0$.  If the eigenvalues of the corresponding quadratic matrix polynomial $P(z)=A_0+A_1z+A_2z^2$ have a splitting with respect to the unit circle, Cyclic Reduction (CR) algorithm converges quadratically to the sought solution $G$.
In this talk we consider the case where $P(z)$ has some eigenvalues on the unit circle, therefore convergence of CR is not generally guaranteed. 
More specifically, we propose an algorithm based on a combination of CR and a shift-and-deflate technique. CR is used to approximate the eigensapce of $G$ corresponding to the eigenvalues in the open unit disk, while the eigenspace corresponding to the eigenvalues on the unit circle is computed by solving a reduced quadratic matrix equation.


\smallskip\noindent
Joint work with Xu Li, Lanzhou University of Technology, China.
"
S2,SC2001,2,Bruno,Iannazzo,Bruno Iannazzo,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,14:30,15:00,102,5,"The Lambert $W$, the wright $\omega$ and the unwinding number of matrices
","The matrix equations $We^W=A$ or $W+\log(W)=A$ are used to define the matrix Lambert $W$ and Wright $\omega$ functions, respectively. We present results on the existence of Lambert $W$ functions with prescribed eigenvalues or with real elements and we provide a characterization of the Wright $\omega$ of a matrix $A$ as the only primary Lambert $W$ of $\exp(A)$, together with links to the matrix equations. By making use of a novel connection between the matrix unwinding number and the matrix sign function, we present a method for evaluating the unwinding number of a real matrix using only real arithmetic.
"
S2,SC2001,3,Massimiliano,Fasi,Massimiliano Fasi,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,15:00,15:30,102,5,Mixed-precision algorithms for the Sylvester matrix equation,"Modern supercomputers achieve their remarkable speeds by leveraging machine-learning hardware accelerators.
These accelerators deliver extraordinary throughput by trading off some degree of accuracy, and, to fully utilise their potential, we must rely on low-precision floating-point formats such as binary16, bfloat16, or binary8.
These reduced-precision formats can have a throughput up to two orders of magnitude higher than binary64, but they lack the precision needed for traditional scientific simulations, which require higher accuracy to yield meaningful results.
To integrate GPUs effectively into scientific computing, we must reimagine high-precision computations by strategically applying lower precision whenever feasible.

We consider techniques to solve the general Sylvester equation $AX + XB = C$ in mixed precision.
By revisiting a stationary iteration for linear systems, we derive a new iterative refinement scheme for the quasi-triangular Sylvester equation.
We then leverage this iterative scheme to solve the general Sylvester equation in mixed precision.
The new algorithms compute the Schur decomposition of the matrix coefficients in low precision, use the low-precision Schur factors to obtain an approximate solution to the quasi-triangular equation, and iteratively refine it to obtain a working-precision solution to the quasi-triangular equation.
However, being only orthonormal to low precision, the unitary Schur factors of A and B cannot be used to recover the solution to the original equation.
We propose two effective approaches to address this issue: one is based on re-orthonormalization in the working precision, and the other on explicit inversion of the almost-unitary factors.

This is joint work with Andrii Dmytryshyn, Nicholas J.~Higham, and Xiaobo Liu.
 "
S2,SC2006,1,Shu-Yung,Liu,Shu-Yung Liu,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,14:00,14:30,102,22,Spherical volume-preserving parameterization via energy minimization,"For a simplicial $3$-manifold, such as a tetrahedral mesh sampled from a solid brain, a spherical volume-preserving parameterization is a bijective mapping onto the unit solid sphere. In this presentation, we introduce a novel energy functional to measure the volume distortion of such mappings and propose an associated minimization method to obtain volume-preserving parameterizations. Our method is theoretically guaranteed to converge globally and demonstrates improved effectiveness compared to a state-of-the-art method. Finally, we present its application in brain imaging, showcasing its real-world utility."
S2,SC2006,2,Mei-Heng,Yueh,Mei-Heng Yueh,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,14:30,15:00,102,22,Authalic energy minimization for area-preserving mappings,"The authalic energy is a functional specifically designed to measure area distortion in surface mappings, providing a foundation for the efficient computation of area-preserving mappings of simplicial surfaces. Such mappings can serve as parameterizations that define a unified coordinate system, which simplifies various image and geometry processing tasks, such as surface registration and blending. In this talk, I will introduce authalic energy minimization for computing area-preserving simplicial mappings and demonstrate its practical utility in geometry processing.
"
S2,SC2006,3,Kristian,Sabo,Kristian Sabo,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,15:00,15:30,102,22,A method for searching for a globally optimal k-partition of higher-dimensional datasets,"Finding a globally optimal \( k \)-partition of a set is a highly complex optimization problem. In general, except for the special case of one-dimensional data (i.e., data with a single feature), no exact solution method exists. In the one-dimensional case, efficient methods leverage the fact that the problem can be reformulated as a global optimization task for a symmetric Lipschitz-continuous function, which can be solved using the global optimization algorithm DIRECT.   We propose a method for finding a globally optimal \( k \)-partition in the general case (\( n \)-dimensional data, \( n > 1 \)), extending an approach originally designed for solving Lipschitz global optimization for symmetric functions. Our method integrates a global optimization algorithm with linear constraints and the \( k \)-means algorithm. The global optimization component is used solely to generate a high-quality initial approximation for \( k \)-means.   We evaluated our approach on multiple artificial datasets and several benchmark examples from the UCI Machine Learning Repository. The results demonstrate that the proposed method is more efficient compared to some other methods from the literature. "
S2,SC3001,1,Tzon-Tzer,Lu,Tzon-Tzer Lu,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,14:00,14:30,102,1,Uncertainty principle of condition number,"Schaback, in 1995, proved the Uncertainty Principle of radial basis function interpolation, which states that the condition number and the error cannot be kept small simultaneously. Hence, it is a trade-off principle. It seems to violate our cognition about ill/well-conditioned problems. In this talk, we would like to extend this principle, i.e., there is no case where the error and the condition number are both small, from interpolation matrices to arbitrary linear systems. The underlying theory behind the conflict between accuracy and stability flips our misconceptions about condition numbers and gives us a brand-new understanding of them. "
S2,SC3001,2,Matthew M.,Lin,Matthew M. Lin,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,14:30,15:00,102,1,"A gradient flow method to differentiate between classical and quantum correlations
","In this talk, we aim to quantify measurement disturbance by minimizing the distinction between input and post-measurement states, enabling us to determine whether the correlations are classical or quantum. Theoretically, we employ a complex-valued gradient flow over Stiefel manifolds for optimization. Our approach applies the well-known Lojasiewicz gradient inequality, guaranteeing the global convergence of the flow from any initial point. Experimental results
demonstrate that our method can accurately and reliably classify correlations as classical or quantum.
"
S2,SC3001,3,Li-Gang,Lin,Li-Gang Lin,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,15:00,15:30,102,1,Fast SDDRE-based maneuvering-target interception at prespecified orientation,"This talk considers the 3-D guidance law based on target lead angle information and the state-dependent differential Riccati equation (SDDRE) scheme. In an application-oriented manner, it presents theories to significantly improve critical computational performance and thus aims at a fast implementation for impact-angle-constrained interception of agile maneuvering targets. More specifically, regarding the two major computational burdens using SDDRE, we have replaced the burden in numerical applicability checking by a simple, equivalent, and closed-form condition for the entire state space, which is actually the dominant burden as supported by complexity analysis and extensive validations. Notably, the proposed analysis not only complements the early findings of applicability guarantee in literature, but also promotes the efficiency of the proposed philosophy when compared to the classic method, where the latter has caused concerns/reservations due to its feasibility and difficulty. On the other hand, we have largely mitigated the second major burden of SDDRE by -- after exhaustive trials -- selecting the most efficient Riccati-equation solver until the latest benchmarks. Such evaluations are: 1) in favor of a much-less-known achievement, rather than the common QR-based benchmark and 2) subject to both numerical and hardware experiments including, notably, implementations on microcontrollers and field-programmable gate arrays.
"
S2,SC4011,1,Guangliang,Chen,Guangliang Chen,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,14:00,14:30,102,20,"On parameter tuning for spectral clustering: two simple, fast, and effective criteria","Spectral clustering is a modern, powerful clustering approach with many successful applications. However, it has faced two major challenges -- high computational complexity and parameter tuning. Since its introduction, much effort has been devoted to improving the scalability of spectral clustering, while little research has been conducted on parameter tuning. In this talk, we address the parameter tuning challenge of spectral clustering in a general context. Specifically, we propose two new criteria for tuning the scale parameter used in similarity functions such as Gaussian and cosine. Experiments demonstrate the effectiveness of these tuning techniques. "
S2,SC4011,2,Szu-Han,Lin,Szu-Han Lin,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,14:30,15:00,102,20,Distributed $t$-SNE,"The $t$-distributed stochastic neighbor embedding method  ($t$-SNE, Maaten
and Hinton, 2008) has gained popularity for data exploration, particularly for its highly effective visualization of high-dimensional data, offering valuable insights before analysis. However, with a computational complexity of $O(n^2)$, its applicability to large datasets is limited. In practical applications, the Barnes-Hut $t$-SNE  (BH $t$-SNE, Maaten, 2014), a $t$-SNE variant with computational complexity $O(n\log n)$, is commonly employed for large datasets due to its high computational efficiency. In this work, we propose a divide-and-conquer approach that further reduces the computational complexity to $O(n)$, significantly lowering both computational time and memory usage by processing only subsets of the data at a time. Implementing the divide-and-conquer approach requires careful parameter adjustments to ensure asymptotic equivalence to the original $t$-SNE. We provide theoretical proof of this convergence and support our findings with simulation studies on the MNIST dataset. In summary, this work offers a scalable solution for applying $t$-SNE to extremely large datasets, maintaining its consistency and efficiency.
"
S2,SC4011,3,ShengLi,Tzeng,ShengLi Tzeng,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,15:00,15:30,102,20,Integrating covariates in learning spatio-temporal patterns,"We consider a dimension reduction approach for spatio-temporal data analysis of the primary measurements (i.e., the main phenomenon being studied) while integrating covariates of interest. Unlike traditional principal component analysis (PCA), our method not only identifies similarities and distinctions among data points but also investigates how these relationships are associated with covariates across both spatial and temporal domains.

We develop data-driven functions that uncover spatial patterns and temporal trends, while also revealing connections between covariates and the underlying data structure. Furthermore, we introduce visualization techniques to illustrate the relationships between extracted geometric features, covariates, and the spatial and temporal patterns of the primary measurements. This approach offers a more comprehensive understanding of the factors driving data similarities and discrepancies.

The key innovation of our method, in contrast to traditional PCA, lies in its ability to reveal how these functions relate to covariates, providing deeper insights into the underlying characteristics of the data by examining how covariates interact with spatial and temporal patterns in the primary measurements."
S3,SC0008,1,Sweta,Das,Sweta Das,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Canonical form for pairs of matrices associated with linear-time invariant dissipative Hamiltonian descriptor systems,"We study pairs of complex matrices associated with Linear-Time Invariant (LTI) dissipative Hamiltonian descriptor systems. These systems appear in energy-based modeling of dynamical systems and are a special case of port-Hamiltonian (pH) descriptor systems. We derive the canonical forms for a pair of $n\times n$ complex matrices $(E,Q)$ under transformations $(E,Q) \rightarrow (UEV,U^{-T}QV)$, and $(E,Q) \rightarrow (UEV,U^{-*}QV)$, where $U$ and $V$ are non-singular complex matrices. We also consider the special cases of $E^TQ$ and $E^*Q$ being (skew-)symmetric and (skew-)Hermitian, respectively. This is a joint work with Andrii Dmytryshyn and Volker Mehrmann. 
"
S3,SC0008,2,Roksana,Słowik,Roksana Słowik,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Products of infinite upper triangular matrices that satisfy fixed polynomial equation,"There is plenty of results concerning representation elements of an algebraic structure, mainly a group, as products of elements possessing some particular properties. In the matrix groups one of the most famous one is being an involution. The famous theorem states that every square matrix with determinant $\pm 1$ defined over a field is a product of at most four involutions. Simply by their definition, the involutions satisfy equation $x^2-1=0$, i.e. a quadratic equation. Hence, it is natural to raise a question does a similar result hold for matrices that satisfy some other fixed quadratic equation.
\par
Consider a field $F$ and an algebra $\mathcal{A}$ defined over $F$. Define polynomial $q$ by the formula $q(x)=a_2x^2+a_1x+a_0$, where $a_2 \neq 0$. If element $a \in \mathcal{A}$ satisfies $q(a)=0$, then we say that $a$ is quadratic with respect to $q(x)$, or shortly that $a$ is $q(x)$-quadratic.
Recently, Bien et al. \cite{bi_ta_tr_tr} proved that every $\mathbb{N} \times \mathbb{N}$ upper triangular matrix whose diagonal entries are of the form $\lambda_1^{s_i}\lambda_2^{t_i}$, where $s_i+t_i=k$ for every $i \in \mathbb{N}$, $\lambda_1$, $\lambda_2 \neq 0$, can be expressed as a product of at most $k$ quadratic matrices with respect to $q_{\lambda_1,\lambda_2}(x)=(x-\lambda_1)(x-\lambda_2)$.
This result brings up further questions. Does the same claim holds when $\lambda_1\lambda_2=0$? Does it also hold when we replace the quadratic polynomial by a polynomial of degree $n$ ($\ngeqslant 3$)? During this talk we are going to discuss these issues.


\begin{thebibliography}{66}
\bibitem{bi_ta_tr_tr} M.H. Bien, V.M. Tam, D.C.M. Tri, L.Q. Truong, Products of infinite upper triangular matrices, Linear Algebra Appl. 699 (2024), 59-71.
\bibitem{tr_sl} L.Q. Truong, R. S{\l}owik, Products of infinite upper triangular matrices that satisfy fixed polynomial equation, in preparation.
\end{thebibliography}"
S3,SC0008,3,Chih-Sheng,Chuang,Chih-Sheng Chuang,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,Algorithms and inertial algorithms for the inverse mixed variational inequality problems in Hilbert spaces,"The inverse mixed variational inequality problem comes from the classical variational inequality, and it has many
applications. In this paper, we propose new algorithms to study the inverse mixed variational inequality problems in Hilbert spaces, and these algorithms based on the generalized projection operator. Next, we establish convergence theorems under inverse strongly monotonicity conditions. Besides, we also give inertial-type algorithms for the inverse mixed variational inequality problems, and the conditions are different from the above convergence theorems. 
"
S3,SC0008,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0009,1,Yotsanan,Meemark,Yotsanan Meemark,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Spectral properties and perfect state transfer in unitary $(t-1)$-matching $t$-Cayley graphs,"We introduce a new family of Cayley graphs arising from a collection of subsets of a finite group. It is a generalization of a Cayley graph and a bi-Cayley  graphs, so we call it a $t$-Cayley graph. Let ${\mathcal{R}}$ be direct products of finite matrix rings.
 We work on  unitary $(t-1)$-matching $t$-Cayley graph of ${\mathcal{R}}$ and its complement graph. We show that the graphs are hyperenergetic and obtain a criterion on $t$ and the rings ${\mathcal{R}}$ for each graph being a Ramanujan graph.  Moreover, we show that the unitary $(t-1)$-matching $t$-Cayley graph of ${\mathcal{R}}$ is always periodic and also
  characterize $t$ and the rings ${\mathcal{R}}$ such that its corresponding unitary $(t-1)$-matching $t$-Cayley graph has perfect state transfer between vertices."
S3,SC0009,2,Koushik,Bhakta,Koushik Bhakta,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Grover walks on unitary Cayley graphs and integral regular graphs,"Quantum walk on graphs is an important concept that lies at the intersection of quantum information and graph theory. There are two types of quantum walk: continuous-time quantum walk and discrete-time quantum walk. We focus on the Grover walk, a type of discrete-time quantum walk. The unitary Cayley graph  has vertex set $\{0,1, \hdots ,n-1\}$, where two vertices  $u$ and $v$ are adjacent if $\gcd(u - v, n) = 1$. We study periodicity and perfect state transfer of Grover walks on the unitary Cayley graphs. We characterize all periodic unitary Cayley graphs. We prove that periodicity is a necessary condition for the occurrence of perfect state transfer on a vertex-transitive graph. Also, we provide a necessary and sufficient condition for the occurrence of perfect state transfer on circulant graphs. Using these, we prove that only four graphs in the class of unitary Cayley graphs exhibit perfect state transfer. Also, we provide a spectral characterization of the periodicity of Grover walks on integral regular graphs.
"
S3,SC0009,3,Pragati Asutosh,Jena,Pragati Asutosh Jena,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,Brouwer's conjecture for the corona and edge corona of graphs,"Let $G$ be a connected graph on $n$ vertices. Let $S_k(G)$ denote the sum of $k$ largest Laplacian eigenvalues of $G$ and $e(G)$ denote the number of edges in $G$. Brouwer conjectured that $S_k(G)\leq e(G)+\binom{k+1}{2}$ for any $k\in \{1,\ldots,n\}$. Let $H$ be a connected graph on $m\geq 2$ vertices. Here, we show that if $G$ and $H$ satisfy the Brouwer's conjecture, then the corona of $G$ and $H$ also satisfies the Brouwer's conjecture. Furthermore, when $G$ is regular, $n\geq 4$, $m\geq 3$ and $e(H)\geq m+1$, we prove that if $H$ satisfies the Brouwer's conjecture, then the edge corona of $G$ and $H$ also satisfies the Brouwer's conjecture. This talk is based on joint work with Sasmita Barik."
S3,SC0009,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0012,1,Divyadevi,T,Divyadevi T,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Characterizations and interlacing property of Euclidean distance matrices,"Motivated by the inverse formula of the distance matrix of a tree and the 
Moore-Penrose inverse of a circum-Euclidean distance matrix (CEDM), in this 
talk, we study a general real square matrix $M$  whose Moore-Penrose inverse 
can be expressed as the sum of a Laplacian-like matrix $L$  and a rank one 
matrix. In particular, for a symmetric hollow matrix $M$, under an assumption, 
we show that $M$ is a Euclidean distance matrix if and only if $L$ is positive 
semidefinite.  Based on this, we obtain a new characterization for CEDMs 
involving their Moore-Penrose inverses. As an application, we show that the 
distance matrices of block graphs and odd-cycle-clique graphs are CEDMs. 
Finally, we establish an interlacing property between the eigenvalues of  a
Euclidean distance matrix $M$ (including the singular case) and its associated 
Laplacian-like matrix $L$, which generalizes the interlacing property proved 
for the distance matrices of trees. 
"
S3,SC0012,2,Kadali,Kranthi Priya,Kadali Kranthi Priya,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Singular matrices possessing the triangle property - II,"It is known that an invertible real square matrix has the triangle property, if and only if the inverse is a tridiagonal matrix.
This result has an implicit importance due to the fact that nonsingular tridiagonal matrices arise in a variety of problems in pure and applied mathematics and for this reason they have been extensively studied in the literature. However, the singular case has received comparatively much lesser attention. In particular, there has been little focus on the generalized inverses of such matrices.  In this paper, we provide a complete description of those singular matrices possessing the triangle property to have tridiagonal Moore-Penrose inverse or group inverse.


"
S3,SC0012,3,Sunyo,Moon,Sunyo Moon,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,Edge completion of signed graphs with spectral integral variation,"Spectral variation of two matrices is integral if their spectra differ by integer quantities. For two signed graphs, where one is obtained from the other by adding a new edge, we characterize when the spectral variation of their signed Laplacian matrices becomes integral. Furthermore, for every fixed signed complete graph, we fully characterize the class of signed graphs to which one can recursively add new edges keeping spectral integral variation to make the signed complete graph.This generalizes Kirkland's characterization for integrally completable graphs (Discrete Math., 2005). This is joint work with Jungho Ahn and Cheolwon Heo.
"
S3,SC0012,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0014,1,Sophia,Keip,Sophia Keip,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,QCLAB: A MATLAB toolbox for quantum numerical linear algebra,"Quantum numerical linear algebra is about solving numerical linear algebra problems on quantum computers - a field that has seen exciting and significant progress in the past few years. Rapid advancements in quantum hardware continue to drive this momentum forward and highlight the fast-paced progress of the field. To facilitate quantum algorithm research, especially as quantum hardware is still maturing, access to robust computational tools is crucial. We introduce QCLAB (\url{https://github.com/QuantumComputingLab/qclab}), an object-oriented MATLAB toolbox for creating, representing and simulating quantum circuits. What sets QCLAB apart is its emphasis on numerical linear algebra, prioritizing numerical stability, efficiency and performance, as well as its seamless integration with MATLAB.
In this talk, featuring a MATLAB tutorial on QCLAB, we will showcase the key features of QCLAB while providing concrete insights into quantum numerical linear algebra through three landmark quantum algorithms: the Quantum Fourier Transform (QFT), Quantum Phase Estimation (QPE), and Quantum Singular Value Estimation (QSVE). This hands-on introduction is intended to encourage the audience to engage actively with this promising research area. With both beginners and experts in mind, the talk is designed for researchers looking for an accessible entry point into quantum computing and experienced practitioners seeking a tool for rapid prototyping of quantum algorithms.



\emph{This is joint work with Daan Camps and Roel Van Beeumen}
"
S3,SC0014,2,Hareshkumar,Jadav,Hareshkumar Jadav,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Generalizing Wilf's inequality for strongly regular graphs,"The clique number $\omega$ is the size of the largest clique in any graph. Determining the clique number is an NP-complete problem, which implies that there is no polynomial-time algorithm to solve it. Wilf's inequality provides a spectral bound for the clique number of simple graphs, given by $\frac{n}{n - \lambda_{1}} \leq \omega$, where $\lambda_1$ is the largest eigenvalue of the adjacency matrix, and $n$ is the number of vertices in the graph. Strengthening this bound, Elphick and Wocjan proposed a conjecture in 2018 that is $\frac{n}{n - \sqrt{s^{+}}} \leq \omega$, where $s^+ = \sum_{\lambda_{i} > 0} \lambda_{i}^2$ and $\lambda_i$ are eigenvalues of the adjacency matrix. In this work, we have settled this conjecture for seven different classes of graphs: (1) Paley graphs which are strongly regular graphs with parameters $srg(4\beta + 1, 2\beta, \beta - 1, \beta)$, where $q$ is a prime power and $q \equiv 1 \pmod{4}$; (2) strongly regular graphs with $\alpha = \beta$ (i.e., $srg(n, d, \beta, \beta)$); (3) the line graph of $K_{m,m}$; (4) the line graph of $K_{n}$; (5) the Cartesian product of strongly regular graphs $G$ with $G$, where $G$ is a strongly regular graph; (6) general Rook's graphs; and (7) Ramanujan graphs, where the second largest eigenvalue follows the property $\lambda_2 \leq 2\sqrt{d-1}$."
S3,SC0014,3,Amrita,Mandal,Amrita Mandal,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,On order $5$ trace zero doubly stochastic matrices and the corresponding eigenvalue region," A non-negative square matrix is called a doubly stochastic (DS) matrix if all its row and column sums are exactly equal to $1.$ A vast literature is known for such matrices concerning the eigenvalue region, inverse eigenvalue problem or entry-wise distribution of the non-negative numbers when matrix size or order of the matrix is restricted up to $4,$
 whereas only a little is known for matrices of order $5$ or more except for some sets of doubly structured matrices. 
 %A DS matrix always can be represented as the convex combination of permutation matrices of concerned size.
 
 This talk concerns the following questions: What are those trace zero order $5$ DS matrices whose $k$-times multiplications are also trace zero matrices for some values of $k?$ What is the eigenvalue region of the set of trace zero order $5$ DS matrices? 
 
 We address these questions by proposing a graph theoretic approach to determine the trace of the product of two permutation matrices through a weighted digraph representation for a pair of permutation matrices. Then, we derive the DS matrices of order $5$ whose $k$-th power is also a trace-zero DS matrix for $k\in\{2,3,4,5\}$. Then, we determine necessary conditions for the coefficients of a generic polynomial of degree $5$ to be realizable as the characteristic polynomial of a trace-zero DS matrix of order $5$. Using this, we approximate the eigenvalue region of trace-zero DS matrices of order $5.$ 
 
 
 "
S3,SC0014,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC1001,1,Aditi,Howlader,Aditi Howlader,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,The full P-vertex problem for unicyclic graphs,"Let $A=[a_{ij}] \in \mathbb{R}^{n \times n}$ be a real symmetric and nonsingular matrix and $G$ be the underlying graph with the vertex set $\{v_1,\ldots, v_n\}$ and the edge set $\{(v_i,v_j)\colon a_{ij}\neq 0, i\neq j\}$. Let $A(i)$ be the principal submatrix obtained by removing the $i^\text{th}$ row and the $i^\text{th}$ column of $A$. If the nullity of $A(i)$ is unity, then the vertex $v_i$ is called a P-vertex of the matrix $A$. The full P-vertex problem is to determine if there is a nonsingular matrix $A$ such that each vertex of the corresponding graph $G$, is a P-vertex of $A$. In this article, we investigate the full P-vertex problem for unicyclic graphs."
S3,SC1001,2,Kshitij,Sharma,Kshitij Sharma,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Combinatorial description of the inverse of the adjacency matrix of non-bipartite bicyclic graphs,"Barik et al. [On nonsingular trees and a reciprocal eigenvalue property, Linear Multilinear Algebra, 54(6)(2006) 453-465] provided a combinatorial description of the inverse of the adjacency matrix for bipartite graphs in terms of $mm$-alternating paths, enabling deeper exploration of bipartite graph properties. However, for non-bipartite graphs, a similar framework remained an open challenge. In 2022, a combinatorial description was established for non-bipartite unicyclic graphs.
This paper advances the understanding of non-bipartite graphs by providing a comprehensive combinatorial description of the inverse of the adjacency matrix for non-bipartite bicyclic graphs, utilizing $mm$-alternating paths between vertices. It further determines the conditions under which the adjacency matrix of a bicyclic graph is unimodular and establishes criteria for the adjacency matrix of a non-bipartite graph to be signable. Additionally, it is definitively shown that the inverse graph of a non-bipartite bicyclic graph remains non-bipartite, reinforcing the structural properties of such graphs.

"
