SESSION,ROOM,S_ORDER,FIRST_NAME,LAST_NAME,FULL_NAME,START,TYPE,MS_TITLE,WEEKDAY,START_STR,END_STR,SESSION_ORDER,TYPE_ORDER,TITLE,ABSTRACT
S2,SC1005,1,Michael,Tait,Michael Tait,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,14:00,14:30,102,15,Expansion and the normalized distance Laplacian matrix,"<p>The normalized distance Laplacian of a graph <span
class=""math inline""><em>G</em></span> is defined as <span
class=""math inline"">𝒟<sup>ℒ</sup>(<em>G</em>) = <em>T</em>(<em>G</em>)<sup>−1/2</sup>(<em>T</em>(<em>G</em>) − 𝒟(<em>G</em>))<em>T</em>(<em>G</em>)<sup>−1/2</sup></span>
where <span class=""math inline"">𝒟(<em>G</em>)</span> is the matrix with
pairwise distances between vertices and <span
class=""math inline""><em>T</em>(<em>G</em>)</span> is the diagonal
transmission matrix. We discuss the spectral gap of this matrix and the
related distance Cheeger constant. Contrary to the classical case, both
of these quantities are bounded away from <span
class=""math inline"">0</span>. We characterize graphs with minimal
distance Cheeger constant and we make a conjecture about graphs with
minimal spectral gap.</p>
<p>This is joint work with John Byrne, Jacob Johnston, and Carl
Schildkraut.</p>
"
S2,SC1005,2,Kristin,Heysse,Kristin Heysse,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,14:30,15:00,102,15,Degenerate eigenvalues for the non-backtracking matrix,"<p>The non-backtracking matrix is the transition matrix for a walk in a
graph which cannot traverse an edge twice in immediate succession. The
spectral information of this matrix has seen great interest, notably in
applications of network analysis. The non-symmetric nature of this
matrix allows for graphs without a full basis of eigenvectors, which
results in nontrivial Jordan chains. In this talk, we will consider the
Jordan form of this matrix and construct infinite families of graphs
with nontrivial Jordan chains.</p>
"
S2,SC1005,3,Himanshu,Gupta,Himanshu Gupta,2025-06-23 14:00:00,MS15,Graphs and their eigenvalues: Celebrating the work of Fan Chung Graham,Monday,15:00,15:30,102,15,"On the eigenvalues of the graphs $D(5, q)$","<p>In 1995, Lazebnik and Ustimenko introduced the family of <span
class=""math inline""><em>q</em></span>-regular graphs <span
class=""math inline""><em>D</em>(<em>k</em>, <em>q</em>)</span>, which is
defined for any positive integer <span
class=""math inline""><em>k</em></span> and prime power <span
class=""math inline""><em>q</em></span>. The connected components of the
graph <span
class=""math inline""><em>D</em>(<em>k</em>, <em>q</em>)</span> have
provided the best-known general lower bound on the size of a graph for
any given order and girth to this day. Furthermore, Ustimenko
conjectured that the second largest eigenvalue of <span
class=""math inline""><em>D</em>(<em>k</em>, <em>q</em>)</span> is always
less than or equal to <span class=""math inline"">$2\sqrt{q}$</span>,
indicating that the graphs <span
class=""math inline""><em>D</em>(<em>k</em>, <em>q</em>)</span> are almost
Ramanujan graphs. In this talk, we will discuss some recent progress on
this conjecture. This includes the result that the second largest
eigenvalue of <span class=""math inline""><em>D</em>(5, <em>q</em>)</span>
is less than or equal to <span class=""math inline"">$2\sqrt{q}$</span>
when <span class=""math inline""><em>q</em></span> is an odd prime power.
This is joint work with Vladislav Taranchuk.</p>
"
S2,SC2001,1,Beatrice,Meini,Beatrice Meini,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,14:00,14:30,102,5,"A combination of cyclic reduction and shift-and-deflate techniques for solving quadratic matrix equations
","<p>We consider the problem of computing the minimal solvent <span
class=""math inline""><em>G</em></span> of a quadratic matrix equation
<span
class=""math inline""><em>A</em><sub>0</sub> + <em>A</em><sub>1</sub><em>X</em> + <em>A</em><sub>2</sub><em>X</em><sup>2</sup> = 0</span>.
If the eigenvalues of the corresponding quadratic matrix polynomial
<span
class=""math inline""><em>P</em>(<em>z</em>) = <em>A</em><sub>0</sub> + <em>A</em><sub>1</sub><em>z</em> + <em>A</em><sub>2</sub><em>z</em><sup>2</sup></span>
have a splitting with respect to the unit circle, Cyclic Reduction (CR)
algorithm converges quadratically to the sought solution <span
class=""math inline""><em>G</em></span>. In this talk we consider the case
where <span class=""math inline""><em>P</em>(<em>z</em>)</span> has some
eigenvalues on the unit circle, therefore convergence of CR is not
generally guaranteed. More specifically, we propose an algorithm based
on a combination of CR and a shift-and-deflate technique. CR is used to
approximate the eigensapce of <span
class=""math inline""><em>G</em></span> corresponding to the eigenvalues
in the open unit disk, while the eigenspace corresponding to the
eigenvalues on the unit circle is computed by solving a reduced
quadratic matrix equation.</p>
<p>Joint work with Xu Li, Lanzhou University of Technology, China.</p>
"
S2,SC2001,2,Bruno,Iannazzo,Bruno Iannazzo,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,14:30,15:00,102,5,"The Lambert $W$, the wright $\omega$ and the unwinding number of matrices
","<p>The matrix equations <span
class=""math inline""><em>W</em><em>e</em><sup><em>W</em></sup> = <em>A</em></span>
or <span
class=""math inline""><em>W</em> + log (<em>W</em>) = <em>A</em></span>
are used to define the matrix Lambert <span
class=""math inline""><em>W</em></span> and Wright <span
class=""math inline""><em>ω</em></span> functions, respectively. We
present results on the existence of Lambert <span
class=""math inline""><em>W</em></span> functions with prescribed
eigenvalues or with real elements and we provide a characterization of
the Wright <span class=""math inline""><em>ω</em></span> of a matrix <span
class=""math inline""><em>A</em></span> as the only primary Lambert <span
class=""math inline""><em>W</em></span> of <span
class=""math inline"">exp (<em>A</em>)</span>, together with links to the
matrix equations. By making use of a novel connection between the matrix
unwinding number and the matrix sign function, we present a method for
evaluating the unwinding number of a real matrix using only real
arithmetic.</p>
"
S2,SC2001,3,Massimiliano,Fasi,Massimiliano Fasi,2025-06-23 14:00:00,MS5,"Advances in matrix equations: Theory, computations, and applications",Monday,15:00,15:30,102,5,Mixed-precision algorithms for the Sylvester matrix equation,"<p>Modern supercomputers achieve their remarkable speeds by leveraging
machine-learning hardware accelerators. These accelerators deliver
extraordinary throughput by trading off some degree of accuracy, and, to
fully utilise their potential, we must rely on low-precision
floating-point formats such as binary16, bfloat16, or binary8. These
reduced-precision formats can have a throughput up to two orders of
magnitude higher than binary64, but they lack the precision needed for
traditional scientific simulations, which require higher accuracy to
yield meaningful results. To integrate GPUs effectively into scientific
computing, we must reimagine high-precision computations by
strategically applying lower precision whenever feasible.</p>
<p>We consider techniques to solve the general Sylvester equation <span
class=""math inline""><em>A</em><em>X</em> + <em>X</em><em>B</em> = <em>C</em></span>
in mixed precision. By revisiting a stationary iteration for linear
systems, we derive a new iterative refinement scheme for the
quasi-triangular Sylvester equation. We then leverage this iterative
scheme to solve the general Sylvester equation in mixed precision. The
new algorithms compute the Schur decomposition of the matrix
coefficients in low precision, use the low-precision Schur factors to
obtain an approximate solution to the quasi-triangular equation, and
iteratively refine it to obtain a working-precision solution to the
quasi-triangular equation. However, being only orthonormal to low
precision, the unitary Schur factors of A and B cannot be used to
recover the solution to the original equation. We propose two effective
approaches to address this issue: one is based on re-orthonormalization
in the working precision, and the other on explicit inversion of the
almost-unitary factors.</p>
<p>This is joint work with Andrii Dmytryshyn, Nicholas J. Higham, and
Xiaobo Liu.</p>
"
S2,SC2006,1,Shu-Yung,Liu,Shu-Yung Liu,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,14:00,14:30,102,22,Spherical volume-preserving parameterization via energy minimization,"<p>For a simplicial <span class=""math inline"">3</span>-manifold, such as
a tetrahedral mesh sampled from a solid brain, a spherical
volume-preserving parameterization is a bijective mapping onto the unit
solid sphere. In this presentation, we introduce a novel energy
functional to measure the volume distortion of such mappings and propose
an associated minimization method to obtain volume-preserving
parameterizations. Our method is theoretically guaranteed to converge
globally and demonstrates improved effectiveness compared to a
state-of-the-art method. Finally, we present its application in brain
imaging, showcasing its real-world utility.</p>
"
S2,SC2006,2,Mei-Heng,Yueh,Mei-Heng Yueh,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,14:30,15:00,102,22,Authalic energy minimization for area-preserving mappings,"<p>The authalic energy is a functional specifically designed to measure
area distortion in surface mappings, providing a foundation for the
efficient computation of area-preserving mappings of simplicial
surfaces. Such mappings can serve as parameterizations that define a
unified coordinate system, which simplifies various image and geometry
processing tasks, such as surface registration and blending. In this
talk, I will introduce authalic energy minimization for computing
area-preserving simplicial mappings and demonstrate its practical
utility in geometry processing.</p>
"
S2,SC2006,3,Kristian,Sabo,Kristian Sabo,2025-06-23 14:00:00,MS22,Linear algebra applications in computational geometry,Monday,15:00,15:30,102,22,A method for searching for a globally optimal k-partition of higher-dimensional datasets,"<p>Finding a globally optimal <span
class=""math inline""><em>k</em></span>-partition of a set is a highly
complex optimization problem. In general, except for the special case of
one-dimensional data (i.e., data with a single feature), no exact
solution method exists. In the one-dimensional case, efficient methods
leverage the fact that the problem can be reformulated as a global
optimization task for a symmetric Lipschitz-continuous function, which
can be solved using the global optimization algorithm DIRECT. We propose
a method for finding a globally optimal <span
class=""math inline""><em>k</em></span>-partition in the general case
(<span class=""math inline""><em>n</em></span>-dimensional data, <span
class=""math inline""><em>n</em> &gt; 1</span>), extending an approach
originally designed for solving Lipschitz global optimization for
symmetric functions. Our method integrates a global optimization
algorithm with linear constraints and the <span
class=""math inline""><em>k</em></span>-means algorithm. The global
optimization component is used solely to generate a high-quality initial
approximation for <span class=""math inline""><em>k</em></span>-means. We
evaluated our approach on multiple artificial datasets and several
benchmark examples from the UCI Machine Learning Repository. The results
demonstrate that the proposed method is more efficient compared to some
other methods from the literature.</p>
"
S2,SC3001,1,Tzon-Tzer,Lu,Tzon-Tzer Lu,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,14:00,14:30,102,1,Uncertainty principle of condition number,"<p>Schaback, in 1995, proved the Uncertainty Principle of radial basis
function interpolation, which states that the condition number and the
error cannot be kept small simultaneously. Hence, it is a trade-off
principle. It seems to violate our cognition about ill/well-conditioned
problems. In this talk, we would like to extend this principle, i.e.,
there is no case where the error and the condition number are both
small, from interpolation matrices to arbitrary linear systems. The
underlying theory behind the conflict between accuracy and stability
flips our misconceptions about condition numbers and gives us a
brand-new understanding of them.</p>
"
S2,SC3001,2,Matthew M.,Lin,Matthew M. Lin,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,14:30,15:00,102,1,"A gradient flow method to differentiate between classical and quantum correlations
","<p>In this talk, we aim to quantify measurement disturbance by
minimizing the distinction between input and post-measurement states,
enabling us to determine whether the correlations are classical or
quantum. Theoretically, we employ a complex-valued gradient flow over
Stiefel manifolds for optimization. Our approach applies the well-known
Lojasiewicz gradient inequality, guaranteeing the global convergence of
the flow from any initial point. Experimental results demonstrate that
our method can accurately and reliably classify correlations as
classical or quantum.</p>
"
S2,SC3001,3,Li-Gang,Lin,Li-Gang Lin,2025-06-23 14:00:00,MS1,Embracing new opportunities in numerical linear algebra,Monday,15:00,15:30,102,1,Fast SDDRE-based maneuvering-target interception at prespecified orientation,"<p>This talk considers the 3-D guidance law based on target lead angle
information and the state-dependent differential Riccati equation
(SDDRE) scheme. In an application-oriented manner, it presents theories
to significantly improve critical computational performance and thus
aims at a fast implementation for impact-angle-constrained interception
of agile maneuvering targets. More specifically, regarding the two major
computational burdens using SDDRE, we have replaced the burden in
numerical applicability checking by a simple, equivalent, and
closed-form condition for the entire state space, which is actually the
dominant burden as supported by complexity analysis and extensive
validations. Notably, the proposed analysis not only complements the
early findings of applicability guarantee in literature, but also
promotes the efficiency of the proposed philosophy when compared to the
classic method, where the latter has caused concerns/reservations due to
its feasibility and difficulty. On the other hand, we have largely
mitigated the second major burden of SDDRE by – after exhaustive trials
– selecting the most efficient Riccati-equation solver until the latest
benchmarks. Such evaluations are: 1) in favor of a much-less-known
achievement, rather than the common QR-based benchmark and 2) subject to
both numerical and hardware experiments including, notably,
implementations on microcontrollers and field-programmable gate
arrays.</p>
"
S2,SC4011,1,Guangliang,Chen,Guangliang Chen,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,14:00,14:30,102,20,"On parameter tuning for spectral clustering: two simple, fast, and effective criteria","<p>Spectral clustering is a modern, powerful clustering approach with
many successful applications. However, it has faced two major challenges
– high computational complexity and parameter tuning. Since its
introduction, much effort has been devoted to improving the scalability
of spectral clustering, while little research has been conducted on
parameter tuning. In this talk, we address the parameter tuning
challenge of spectral clustering in a general context. Specifically, we
propose two new criteria for tuning the scale parameter used in
similarity functions such as Gaussian and cosine. Experiments
demonstrate the effectiveness of these tuning techniques.</p>
"
S2,SC4011,2,Szu-Han,Lin,Szu-Han Lin,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,14:30,15:00,102,20,Distributed $t$-SNE,"<p>The <span class=""math inline""><em>t</em></span>-distributed
stochastic neighbor embedding method (<span
class=""math inline""><em>t</em></span>-SNE, Maaten and Hinton, 2008) has
gained popularity for data exploration, particularly for its highly
effective visualization of high-dimensional data, offering valuable
insights before analysis. However, with a computational complexity of
<span class=""math inline""><em>O</em>(<em>n</em><sup>2</sup>)</span>, its
applicability to large datasets is limited. In practical applications,
the Barnes-Hut <span class=""math inline""><em>t</em></span>-SNE (BH <span
class=""math inline""><em>t</em></span>-SNE, Maaten, 2014), a <span
class=""math inline""><em>t</em></span>-SNE variant with computational
complexity <span
class=""math inline""><em>O</em>(<em>n</em>log <em>n</em>)</span>, is
commonly employed for large datasets due to its high computational
efficiency. In this work, we propose a divide-and-conquer approach that
further reduces the computational complexity to <span
class=""math inline""><em>O</em>(<em>n</em>)</span>, significantly
lowering both computational time and memory usage by processing only
subsets of the data at a time. Implementing the divide-and-conquer
approach requires careful parameter adjustments to ensure asymptotic
equivalence to the original <span
class=""math inline""><em>t</em></span>-SNE. We provide theoretical proof
of this convergence and support our findings with simulation studies on
the MNIST dataset. In summary, this work offers a scalable solution for
applying <span class=""math inline""><em>t</em></span>-SNE to extremely
large datasets, maintaining its consistency and efficiency.</p>
"
S2,SC4011,3,ShengLi,Tzeng,ShengLi Tzeng,2025-06-23 14:00:00,MS20,Manifold learning and statistical applications,Monday,15:00,15:30,102,20,Integrating covariates in learning spatio-temporal patterns,"<p>We consider a dimension reduction approach for spatio-temporal data
analysis of the primary measurements (i.e., the main phenomenon being
studied) while integrating covariates of interest. Unlike traditional
principal component analysis (PCA), our method not only identifies
similarities and distinctions among data points but also investigates
how these relationships are associated with covariates across both
spatial and temporal domains.</p>
<p>We develop data-driven functions that uncover spatial patterns and
temporal trends, while also revealing connections between covariates and
the underlying data structure. Furthermore, we introduce visualization
techniques to illustrate the relationships between extracted geometric
features, covariates, and the spatial and temporal patterns of the
primary measurements. This approach offers a more comprehensive
understanding of the factors driving data similarities and
discrepancies.</p>
<p>The key innovation of our method, in contrast to traditional PCA,
lies in its ability to reveal how these functions relate to covariates,
providing deeper insights into the underlying characteristics of the
data by examining how covariates interact with spatial and temporal
patterns in the primary measurements.</p>
"
S3,SC0008,1,Sweta,Das,Sweta Das,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Canonical form for pairs of matrices associated with linear-time invariant dissipative Hamiltonian descriptor systems,"<p>We study pairs of complex matrices associated with Linear-Time
Invariant (LTI) dissipative Hamiltonian descriptor systems. These
systems appear in energy-based modeling of dynamical systems and are a
special case of port-Hamiltonian (pH) descriptor systems. We derive the
canonical forms for a pair of <span
class=""math inline""><em>n</em> × <em>n</em></span> complex matrices
<span class=""math inline"">(<em>E</em>, <em>Q</em>)</span> under
transformations <span
class=""math inline"">(<em>E</em>, <em>Q</em>) → (<em>U</em><em>E</em><em>V</em>, <em>U</em><sup>−<em>T</em></sup><em>Q</em><em>V</em>)</span>,
and <span
class=""math inline"">(<em>E</em>, <em>Q</em>) → (<em>U</em><em>E</em><em>V</em>, <em>U</em><sup>−*</sup><em>Q</em><em>V</em>)</span>,
where <span class=""math inline""><em>U</em></span> and <span
class=""math inline""><em>V</em></span> are non-singular complex matrices.
We also consider the special cases of <span
class=""math inline""><em>E</em><sup><em>T</em></sup><em>Q</em></span> and
<span class=""math inline""><em>E</em><sup>*</sup><em>Q</em></span> being
(skew-)symmetric and (skew-)Hermitian, respectively. This is a joint
work with Andrii Dmytryshyn and Volker Mehrmann.</p>
"
S3,SC0008,2,Roksana,Słowik,Roksana Słowik,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Products of infinite upper triangular matrices that satisfy fixed polynomial equation,"<p>There is plenty of results concerning representation elements of an
algebraic structure, mainly a group, as products of elements possessing
some particular properties. In the matrix groups one of the most famous
one is being an involution. The famous theorem states that every square
matrix with determinant <span class=""math inline"">±1</span> defined over
a field is a product of at most four involutions. Simply by their
definition, the involutions satisfy equation <span
class=""math inline""><em>x</em><sup>2</sup> − 1 = 0</span>, i.e. a
quadratic equation. Hence, it is natural to raise a question does a
similar result hold for matrices that satisfy some other fixed quadratic
equation.</p>
<p>Consider a field <span class=""math inline""><em>F</em></span> and an
algebra <span class=""math inline"">𝒜</span> defined over <span
class=""math inline""><em>F</em></span>. Define polynomial <span
class=""math inline""><em>q</em></span> by the formula <span
class=""math inline""><em>q</em>(<em>x</em>) = <em>a</em><sub>2</sub><em>x</em><sup>2</sup> + <em>a</em><sub>1</sub><em>x</em> + <em>a</em><sub>0</sub></span>,
where <span class=""math inline""><em>a</em><sub>2</sub> ≠ 0</span>. If
element <span class=""math inline""><em>a</em> ∈ 𝒜</span> satisfies <span
class=""math inline""><em>q</em>(<em>a</em>) = 0</span>, then we say that
<span class=""math inline""><em>a</em></span> is quadratic with respect to
<span class=""math inline""><em>q</em>(<em>x</em>)</span>, or shortly that
<span class=""math inline""><em>a</em></span> is <span
class=""math inline""><em>q</em>(<em>x</em>)</span>-quadratic. Recently,
Bien et al. <span class=""citation"" data-cites=""bi_ta_tr_tr""></span>
proved that every <span class=""math inline"">ℕ × ℕ</span> upper
triangular matrix whose diagonal entries are of the form <span
class=""math inline""><em>λ</em><sub>1</sub><sup><em>s</em><sub><em>i</em></sub></sup><em>λ</em><sub>2</sub><sup><em>t</em><sub><em>i</em></sub></sup></span>,
where <span
class=""math inline""><em>s</em><sub><em>i</em></sub> + <em>t</em><sub><em>i</em></sub> = <em>k</em></span>
for every <span class=""math inline""><em>i</em> ∈ ℕ</span>, <span
class=""math inline""><em>λ</em><sub>1</sub></span>, <span
class=""math inline""><em>λ</em><sub>2</sub> ≠ 0</span>, can be expressed
as a product of at most <span class=""math inline""><em>k</em></span>
quadratic matrices with respect to <span
class=""math inline""><em>q</em><sub><em>λ</em><sub>1</sub>, <em>λ</em><sub>2</sub></sub>(<em>x</em>) = (<em>x</em> − <em>λ</em><sub>1</sub>)(<em>x</em> − <em>λ</em><sub>2</sub>)</span>.
This result brings up further questions. Does the same claim holds when
<span
class=""math inline""><em>λ</em><sub>1</sub><em>λ</em><sub>2</sub> = 0</span>?
Does it also hold when we replace the quadratic polynomial by a
polynomial of degree <span class=""math inline""><em>n</em></span> (<span
class=""math inline""> ≱ 3</span>)? During this talk we are going to
discuss these issues.</p>
<div class=""thebibliography"">
<p><span>66</span> M.H. Bien, V.M. Tam, D.C.M. Tri, L.Q. Truong,
Products of infinite upper triangular matrices, Linear Algebra Appl. 699
(2024), 59-71. L.Q. Truong, R. S<span>ł</span>owik, Products of infinite
upper triangular matrices that satisfy fixed polynomial equation, in
preparation.</p>
</div>
"
S3,SC0008,3,Chih-Sheng,Chuang,Chih-Sheng Chuang,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,Algorithms and inertial algorithms for the inverse mixed variational inequality problems in Hilbert spaces,"<p>The inverse mixed variational inequality problem comes from the
classical variational inequality, and it has many applications. In this
paper, we propose new algorithms to study the inverse mixed variational
inequality problems in Hilbert spaces, and these algorithms based on the
generalized projection operator. Next, we establish convergence theorems
under inverse strongly monotonicity conditions. Besides, we also give
inertial-type algorithms for the inverse mixed variational inequality
problems, and the conditions are different from the above convergence
theorems.</p>
"
S3,SC0008,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0009,1,Yotsanan,Meemark,Yotsanan Meemark,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Spectral properties and perfect state transfer in unitary $(t-1)$-matching $t$-Cayley graphs,"<p>We introduce a new family of Cayley graphs arising from a collection
of subsets of a finite group. It is a generalization of a Cayley graph
and a bi-Cayley graphs, so we call it a <span
class=""math inline""><em>t</em></span>-Cayley graph. Let <span
class=""math inline"">ℛ</span> be direct products of finite matrix rings.
We work on unitary <span
class=""math inline"">(<em>t</em> − 1)</span>-matching <span
class=""math inline""><em>t</em></span>-Cayley graph of <span
class=""math inline"">ℛ</span> and its complement graph. We show that the
graphs are hyperenergetic and obtain a criterion on <span
class=""math inline""><em>t</em></span> and the rings <span
class=""math inline"">ℛ</span> for each graph being a Ramanujan graph.
Moreover, we show that the unitary <span
class=""math inline"">(<em>t</em> − 1)</span>-matching <span
class=""math inline""><em>t</em></span>-Cayley graph of <span
class=""math inline"">ℛ</span> is always periodic and also characterize
<span class=""math inline""><em>t</em></span> and the rings <span
class=""math inline"">ℛ</span> such that its corresponding unitary <span
class=""math inline"">(<em>t</em> − 1)</span>-matching <span
class=""math inline""><em>t</em></span>-Cayley graph has perfect state
transfer between vertices.</p>
"
S3,SC0009,2,Koushik,Bhakta,Koushik Bhakta,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Grover walks on unitary Cayley graphs and integral regular graphs,"<p>Quantum walk on graphs is an important concept that lies at the
intersection of quantum information and graph theory. There are two
types of quantum walk: continuous-time quantum walk and discrete-time
quantum walk. We focus on the Grover walk, a type of discrete-time
quantum walk. The unitary Cayley graph has vertex set <span
class=""math inline"">{0, 1, …, <em>n</em> − 1}</span>, where two vertices
<span class=""math inline""><em>u</em></span> and <span
class=""math inline""><em>v</em></span> are adjacent if <span
class=""math inline"">gcd (<em>u</em> − <em>v</em>, <em>n</em>) = 1</span>.
We study periodicity and perfect state transfer of Grover walks on the
unitary Cayley graphs. We characterize all periodic unitary Cayley
graphs. We prove that periodicity is a necessary condition for the
occurrence of perfect state transfer on a vertex-transitive graph. Also,
we provide a necessary and sufficient condition for the occurrence of
perfect state transfer on circulant graphs. Using these, we prove that
only four graphs in the class of unitary Cayley graphs exhibit perfect
state transfer. Also, we provide a spectral characterization of the
periodicity of Grover walks on integral regular graphs.</p>
"
S3,SC0009,3,Pragati Asutosh,Jena,Pragati Asutosh Jena,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,Brouwer's conjecture for the corona and edge corona of graphs,"<p>Let <span class=""math inline""><em>G</em></span> be a connected graph
on <span class=""math inline""><em>n</em></span> vertices. Let <span
class=""math inline""><em>S</em><sub><em>k</em></sub>(<em>G</em>)</span>
denote the sum of <span class=""math inline""><em>k</em></span> largest
Laplacian eigenvalues of <span class=""math inline""><em>G</em></span> and
<span class=""math inline""><em>e</em>(<em>G</em>)</span> denote the
number of edges in <span class=""math inline""><em>G</em></span>. Brouwer
conjectured that <span class=""math inline"">$S_k(G)\leq
e(G)+\binom{k+1}{2}$</span> for any <span
class=""math inline""><em>k</em> ∈ {1, …, <em>n</em>}</span>. Let <span
class=""math inline""><em>H</em></span> be a connected graph on <span
class=""math inline""><em>m</em> ≥ 2</span> vertices. Here, we show that
if <span class=""math inline""><em>G</em></span> and <span
class=""math inline""><em>H</em></span> satisfy the Brouwer’s conjecture,
then the corona of <span class=""math inline""><em>G</em></span> and <span
class=""math inline""><em>H</em></span> also satisfies the Brouwer’s
conjecture. Furthermore, when <span
class=""math inline""><em>G</em></span> is regular, <span
class=""math inline""><em>n</em> ≥ 4</span>, <span
class=""math inline""><em>m</em> ≥ 3</span> and <span
class=""math inline""><em>e</em>(<em>H</em>) ≥ <em>m</em> + 1</span>, we
prove that if <span class=""math inline""><em>H</em></span> satisfies the
Brouwer’s conjecture, then the edge corona of <span
class=""math inline""><em>G</em></span> and <span
class=""math inline""><em>H</em></span> also satisfies the Brouwer’s
conjecture. This talk is based on joint work with Sasmita Barik.</p>
"
S3,SC0009,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0012,1,Divyadevi,T,Divyadevi T,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,Characterizations and interlacing property of Euclidean distance matrices,"<p>Motivated by the inverse formula of the distance matrix of a tree and
the Moore-Penrose inverse of a circum-Euclidean distance matrix (CEDM),
in this talk, we study a general real square matrix <span
class=""math inline""><em>M</em></span> whose Moore-Penrose inverse can be
expressed as the sum of a Laplacian-like matrix <span
class=""math inline""><em>L</em></span> and a rank one matrix. In
particular, for a symmetric hollow matrix <span
class=""math inline""><em>M</em></span>, under an assumption, we show that
<span class=""math inline""><em>M</em></span> is a Euclidean distance
matrix if and only if <span class=""math inline""><em>L</em></span> is
positive semidefinite. Based on this, we obtain a new characterization
for CEDMs involving their Moore-Penrose inverses. As an application, we
show that the distance matrices of block graphs and odd-cycle-clique
graphs are CEDMs. Finally, we establish an interlacing property between
the eigenvalues of a Euclidean distance matrix <span
class=""math inline""><em>M</em></span> (including the singular case) and
its associated Laplacian-like matrix <span
class=""math inline""><em>L</em></span>, which generalizes the interlacing
property proved for the distance matrices of trees.</p>
"
S3,SC0012,2,Kadali,Kranthi Priya,Kadali Kranthi Priya,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:30,17:00,103,200,Singular matrices possessing the triangle property - II,"<p>It is known that an invertible real square matrix has the triangle
property, if and only if the inverse is a tridiagonal matrix. This
result has an implicit importance due to the fact that nonsingular
tridiagonal matrices arise in a variety of problems in pure and applied
mathematics and for this reason they have been extensively studied in
the literature. However, the singular case has received comparatively
much lesser attention. In particular, there has been little focus on the
generalized inverses of such matrices. In this paper, we provide a
complete description of those singular matrices possessing the triangle
property to have tridiagonal Moore-Penrose inverse or group inverse.</p>
"
S3,SC0012,3,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:00,17:30,103,200,,
S3,SC0012,4,,,,2025-06-23 16:00:00,CT,Contributed talks,Monday,17:30,18:00,103,200,,
S3,SC0014,1,Sophia,Keip,Sophia Keip,2025-06-23 16:00:00,CT,Contributed talks,Monday,16:00,16:30,103,200,QCLAB: A MATLAB toolbox for quantum numerical linear algebra,"<p>Quantum numerical linear algebra is about solving numerical linear
algebra problems on quantum computers - a field that has seen exciting
and significant progress in the past few years. Rapid advancements in
quantum hardware continue to drive this momentum forward and highlight
the fast-paced progress of the field. To facilitate quantum algorithm
research, especially as quantum hardware is still maturing, access to
robust computational tools is crucial. We introduce QCLAB (<a
href=""https://github.com/QuantumComputingLab/qclab""
class=""uri"">https://github.com/QuantumComputingLab/qclab</a>), an
object-oriented MATLAB toolbox for creating, representing and simulating
quantum circuits. What sets QCLAB apart is its emphasis on numerical
linear algebra, prioritizing numerical stability, efficiency and
performance, as well as its seamless integration with MATLAB. In this
talk, featuring a MATLAB tutorial on QCLAB, we will showcase the key
features of QCLAB while providing concrete insights into quantum
numerical linear algebra through three landmark quantum algorithms: the
Quantum Fourier Transform (QFT), Quantum Phase Estimation (QPE), and
Quantum Singular Value Estimation (QSVE). This hands-on introduction is
intended to encourage the audience to engage actively with this
promising research area. With both beginners and experts in mind, the
talk is designed for researchers looking for an accessible entry point
into quantum computing and experienced practitioners seeking a tool for
rapid prototyping of quantum algorithms.</p>
<p><em>This is joint work with Daan Camps and Roel Van Beeumen</em></p>
"
